2328
Moldova	mediumLow	GDP (current US$)	1.00000
Namibia	mediumLow	GDP (current US$)	1.00000
Nicaragua	mediumLow	GDP (current US$)	1.00000
North Macedonia	mediumLow	GDP (current US$)	1.00000
Congo Rep.	mediumLow	GDP (current US$)	1.00000
Niger	mediumLow	GDP (current US$)	1.00000
Bahamas The	mediumLow	GDP (current US$)	1.00000
Guinea	mediumLow	GDP (current US$)	1.00000
Brunei Darussalam	mediumLow	GDP (current US$)	1.00000
Armenia	mediumLow	GDP (current US$)	1.00000
Mauritius	mediumLow	GDP (current US$)	1.00000
Madagascar	mediumLow	GDP (current US$)	1.00000
Mongolia	mediumLow	GDP (current US$)	1.00000
Benin	mediumLow	GDP (current US$)	1.00000
Haiti	mediumLow	GDP (current US$)	1.00000
Mozambique	mediumLow	GDP (current US$)	1.00000
Albania	mediumLow	GDP (current US$)	1.00000
Malta	mediumLow	GDP (current US$)	1.00000
Jamaica	medium	GDP (current US$)	1.00000
Burkina Faso	medium	GDP (current US$)	1.00000
Botswana	medium	GDP (current US$)	1.00000
Gabon	medium	GDP (current US$)	1.00000
West Bank and Gaza	medium	GDP (current US$)	1.00000
Mali	medium	GDP (current US$)	1.00000
Georgia	medium	GDP (current US$)	1.00000
Lao PDR	medium	GDP (current US$)	1.00000
Afghanistan	medium	GDP (current US$)	1.00000
Zimbabwe	medium	GDP (current US$)	1.00000
Bosnia and Herzegovina	medium	GDP (current US$)	1.00000
Yemen Rep.	medium	GDP (current US$)	1.00000
Zambia	medium	GDP (current US$)	1.00000
Senegal	medium	GDP (current US$)	1.00000
Trinidad and Tobago	medium	GDP (current US$)	1.00000
Papua New Guinea	medium	GDP (current US$)	1.00000
Iceland	medium	GDP (current US$)	1.00000
Honduras	medium	GDP (current US$)	1.00000
Cyprus	medium	GDP (current US$)	1.00000
El Salvador	medium	GDP (current US$)	1.00000
Cambodia	medium	GDP (current US$)	1.00000
Estonia	medium	GDP (current US$)	1.00000
Sudan	medium	GDP (current US$)	1.00000
Nepal	medium	GDP (current US$)	1.00000
Latvia	medium	GDP (current US$)	1.00000
Uganda	medium	GDP (current US$)	1.00000
Paraguay	medium	GDP (current US$)	1.00000
Bahrain	medium	GDP (current US$)	1.00000
Cameroon	medium	GDP (current US$)	1.00000
Bolivia	medium	GDP (current US$)	1.00000
Tunisia	medium	GDP (current US$)	1.00000
Jordan	medium	GDP (current US$)	1.00000
Turkmenistan	medium	GDP (current US$)	1.00000
Azerbaijan	medium	GDP (current US$)	1.00000
Serbia	medium	GDP (current US$)	1.00000
Lebanon	medium	GDP (current US$)	1.00000
Congo Dem. Rep.	medium	GDP (current US$)	1.00000
Slovenia	medium	GDP (current US$)	1.00000
Lithuania	medium	GDP (current US$)	1.00000
Macao SAR China	medium	GDP (current US$)	1.00000
Côte d\'Ivoire	medium	GDP (current US$)	1.00000
Uzbekistan	mediumHigh	GDP (current US$)	1.00000
Tanzania	mediumHigh	GDP (current US$)	1.00000
Uruguay	mediumHigh	GDP (current US$)	1.00000
Croatia	mediumHigh	GDP (current US$)	1.00000
Belarus	mediumHigh	GDP (current US$)	1.00000
Costa Rica	mediumHigh	GDP (current US$)	1.00000
Panama	mediumHigh	GDP (current US$)	1.00000
Ghana	mediumHigh	GDP (current US$)	1.00000
Myanmar	mediumHigh	GDP (current US$)	1.00000
Bulgaria	mediumHigh	GDP (current US$)	1.00000
Libya	mediumHigh	GDP (current US$)	1.00000
Angola	mediumHigh	GDP (current US$)	1.00000
Luxembourg	mediumHigh	GDP (current US$)	1.00000
Guatemala	mediumHigh	GDP (current US$)	1.00000
Sri Lanka	mediumHigh	GDP (current US$)	1.00000
Oman	mediumHigh	GDP (current US$)	1.00000
Dominican Republic	mediumHigh	GDP (current US$)	1.00000
Ethiopia	mediumHigh	GDP (current US$)	1.00000
Kenya	mediumHigh	GDP (current US$)	1.00000
Cuba	mediumHigh	GDP (current US$)	1.00000
Puerto Rico	mediumHigh	GDP (current US$)	1.00000
Slovak Republic	mediumHigh	GDP (current US$)	1.00000
Ecuador	mediumHigh	GDP (current US$)	1.00000
Morocco	mediumHigh	GDP (current US$)	1.00000
Kuwait	mediumHigh	GDP (current US$)	1.00000
Ukraine	mediumHigh	GDP (current US$)	1.00000
Hungary	mediumHigh	GDP (current US$)	1.00000
Algeria	mediumHigh	GDP (current US$)	1.00000
Qatar	mediumHigh	GDP (current US$)	1.00000
Kazakhstan	mediumHigh	GDP (current US$)	1.00000
Greece	mediumHigh	GDP (current US$)	1.00000
New Zealand	mediumHigh	GDP (current US$)	1.00000
Peru	mediumHigh	GDP (current US$)	1.00000
Iraq	mediumHigh	GDP (current US$)	1.00000
Portugal	mediumHigh	GDP (current US$)	1.00000
Romania	mediumHigh	GDP (current US$)	1.00000
Czech Republic	mediumHigh	GDP (current US$)	1.00000
Finland	mediumHigh	GDP (current US$)	1.00000
Chile	mediumHigh	GDP (current US$)	1.00000
Iran Islamic Rep.	mediumHigh	GDP (current US$)	1.00000
Egypt Arab Rep.	mediumHigh	GDP (current US$)	1.00000
Pakistan	high	GDP (current US$)	1.00000
Colombia	high	GDP (current US$)	1.00000
Vietnam	high	GDP (current US$)	1.00000
Denmark	high	GDP (current US$)	1.00000
Bangladesh	high	GDP (current US$)	1.00000
Hong Kong SAR China	high	GDP (current US$)	1.00000
Malaysia	high	GDP (current US$)	1.00000
Singapore	high	GDP (current US$)	1.00000
Philippines	high	GDP (current US$)	1.00000
South Africa	high	GDP (current US$)	1.00000
Israel	high	GDP (current US$)	1.00000
Ireland	high	GDP (current US$)	1.00000
Norway	high	GDP (current US$)	1.00000
United Arab Emirates	high	GDP (current US$)	1.00000
Austria	high	GDP (current US$)	1.00000
Nigeria	high	GDP (current US$)	1.00000
Argentina	high	GDP (current US$)	1.00000
Sweden	high	GDP (current US$)	1.00000
Belgium	high	GDP (current US$)	1.00000
Thailand	high	GDP (current US$)	1.00000
Poland	high	GDP (current US$)	1.00000
Switzerland	high	GDP (current US$)	1.00000
Türkiye	high	GDP (current US$)	1.00000
Saudi Arabia	high	GDP (current US$)	1.00000
Netherlands	high	GDP (current US$)	1.00000
Indonesia	high	GDP (current US$)	1.00000
Mexico	high	GDP (current US$)	1.00000
Australia	high	GDP (current US$)	1.00000
Spain	high	GDP (current US$)	1.00000
Korea Rep.	high	GDP (current US$)	1.00000
Russian Federation	high	GDP (current US$)	1.00000
Canada	high	GDP (current US$)	1.00000
Brazil	high	GDP (current US$)	1.00000
Italy	high	GDP (current US$)	1.00000
France	high	GDP (current US$)	1.00000
India	high	GDP (current US$)	1.00000
United Kingdom	high	GDP (current US$)	1.00000
Germany	high	GDP (current US$)	1.00000
Japan	high	GDP (current US$)	1.00000
China	high	GDP (current US$)	1.00000
United States	high	GDP (current US$)	1.00000
Macao SAR China	low	Industry (including construction) value added (% of GDP)	1.00000
Micronesia Fed. Sts.	low	Industry (including construction) value added (% of GDP)	1.00000
Sierra Leone	low	Industry (including construction) value added (% of GDP)	1.00000
Hong Kong SAR China	low	Industry (including construction) value added (% of GDP)	1.00000
Bermuda	low	Industry (including construction) value added (% of GDP)	1.00000
Kiribati	low	Industry (including construction) value added (% of GDP)	1.00000
Isle of Man	low	Industry (including construction) value added (% of GDP)	1.00000
Cayman Islands	low	Industry (including construction) value added (% of GDP)	1.00000
Comoros	low	Industry (including construction) value added (% of GDP)	1.00000
Palau	low	Industry (including construction) value added (% of GDP)	1.00000
St. Lucia	low	Industry (including construction) value added (% of GDP)	1.00000
Burundi	low	Industry (including construction) value added (% of GDP)	1.00000
Maldives	low	Industry (including construction) value added (% of GDP)	1.00000
Andorra	low	Industry (including construction) value added (% of GDP)	1.00000
Luxembourg	low	Industry (including construction) value added (% of GDP)	1.00000
Turks and Caicos Islands	low	Industry (including construction) value added (% of GDP)	1.00000
Barbados	low	Industry (including construction) value added (% of GDP)	1.00000
Bahamas The	low	Industry (including construction) value added (% of GDP)	1.00000
Malta	low	Industry (including construction) value added (% of GDP)	1.00000
Lebanon	low	Industry (including construction) value added (% of GDP)	1.00000
Belize	low	Industry (including construction) value added (% of GDP)	1.00000
Cyprus	low	Industry (including construction) value added (% of GDP)	1.00000
Nepal	low	Industry (including construction) value added (% of GDP)	1.00000
Monaco	low	Industry (including construction) value added (% of GDP)	1.00000
Guinea-Bissau	low	Industry (including construction) value added (% of GDP)	1.00000
Greece	low	Industry (including construction) value added (% of GDP)	1.00000
São Tomé and Principe	low	Industry (including construction) value added (% of GDP)	1.00000
Grenada	low	Industry (including construction) value added (% of GDP)	1.00000
St. Vincent and the Grenadines	low	Industry (including construction) value added (% of GDP)	1.00000
Afghanistan	low	Industry (including construction) value added (% of GDP)	1.00000
Marshall Islands	low	Industry (including construction) value added (% of GDP)	1.00000
Chad	low	Industry (including construction) value added (% of GDP)	1.00000
Djibouti	low	Industry (including construction) value added (% of GDP)	1.00000
Seychelles	low	Industry (including construction) value added (% of GDP)	1.00000
Dominica	low	Industry (including construction) value added (% of GDP)	1.00000
Tonga	low	Industry (including construction) value added (% of GDP)	1.00000
Fiji	low	Industry (including construction) value added (% of GDP)	1.00000
Samoa	low	Industry (including construction) value added (% of GDP)	1.00000
Montenegro	low	Industry (including construction) value added (% of GDP)	1.00000
Benin	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Curaçao	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Kenya	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Liberia	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Mauritius	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Gambia The	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Greenland	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
France	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Netherlands	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Uruguay	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
United Kingdom	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
United States	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
West Bank and Gaza	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Malawi	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Israel	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Brazil	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Portugal	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Rwanda	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Latvia	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Faroe Islands	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Belgium	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Costa Rica	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Madagascar	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Jamaica	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Pakistan	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Cabo Verde	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Iceland	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Croatia	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Spain	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Georgia	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
New Zealand	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Central African Republic	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Niger	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Albania	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Mali	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Antigua and Barbuda	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Togo	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Côte d\'Ivoire	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Denmark	mediumLow	Industry (including construction) value added (% of GDP)	1.00000
Italy	medium	Industry (including construction) value added (% of GDP)	1.00000
Bulgaria	medium	Industry (including construction) value added (% of GDP)	1.00000
Sudan	medium	Industry (including construction) value added (% of GDP)	1.00000
Guatemala	medium	Industry (including construction) value added (% of GDP)	1.00000
Sweden	medium	Industry (including construction) value added (% of GDP)	1.00000
New Caledonia	medium	Industry (including construction) value added (% of GDP)	1.00000
Moldova	medium	Industry (including construction) value added (% of GDP)	1.00000
Ukraine	medium	Industry (including construction) value added (% of GDP)	1.00000
Estonia	medium	Industry (including construction) value added (% of GDP)	1.00000
Haiti	medium	Industry (including construction) value added (% of GDP)	1.00000
Tunisia	medium	Industry (including construction) value added (% of GDP)	1.00000
South Africa	medium	Industry (including construction) value added (% of GDP)	1.00000
Senegal	medium	Industry (including construction) value added (% of GDP)	1.00000
Mozambique	medium	Industry (including construction) value added (% of GDP)	1.00000
North Macedonia	medium	Industry (including construction) value added (% of GDP)	1.00000
Cameroon	medium	Industry (including construction) value added (% of GDP)	1.00000
Finland	medium	Industry (including construction) value added (% of GDP)	1.00000
Bosnia and Herzegovina	medium	Industry (including construction) value added (% of GDP)	1.00000
Argentina	medium	Industry (including construction) value added (% of GDP)	1.00000
St. Kitts and Nevis	medium	Industry (including construction) value added (% of GDP)	1.00000
Singapore	medium	Industry (including construction) value added (% of GDP)	1.00000
Jordan	medium	Industry (including construction) value added (% of GDP)	1.00000
Cuba	medium	Industry (including construction) value added (% of GDP)	1.00000
India	medium	Industry (including construction) value added (% of GDP)	1.00000
Nicaragua	medium	Industry (including construction) value added (% of GDP)	1.00000
Hungary	medium	Industry (including construction) value added (% of GDP)	1.00000
Ethiopia	medium	Industry (including construction) value added (% of GDP)	1.00000
Switzerland	medium	Industry (including construction) value added (% of GDP)	1.00000
Armenia	medium	Industry (including construction) value added (% of GDP)	1.00000
Austria	medium	Industry (including construction) value added (% of GDP)	1.00000
Algeria	medium	Industry (including construction) value added (% of GDP)	1.00000
Bolivia	medium	Industry (including construction) value added (% of GDP)	1.00000
El Salvador	medium	Industry (including construction) value added (% of GDP)	1.00000
Lithuania	medium	Industry (including construction) value added (% of GDP)	1.00000
Morocco	medium	Industry (including construction) value added (% of GDP)	1.00000
Australia	medium	Industry (including construction) value added (% of GDP)	1.00000
Serbia	medium	Industry (including construction) value added (% of GDP)	1.00000
Colombia	medium	Industry (including construction) value added (% of GDP)	1.00000
Mauritania	medium	Industry (including construction) value added (% of GDP)	1.00000
Uganda	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Romania	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Germany	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Namibia	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Honduras	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Burkina Faso	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Chile	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Türkiye	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Sri Lanka	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Nigeria	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Poland	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Kyrgyz Republic	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Tanzania	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Japan	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Guyana	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Slovenia	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Norway	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Dominican Republic	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Guinea	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Slovak Republic	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Panama	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Lesotho	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Timor-Leste	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Philippines	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Peru	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Mexico	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Ghana	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Uzbekistan	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Czech Republic	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Lao PDR	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Belarus	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Botswana	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Russian Federation	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Korea Rep.	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Ecuador	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Iran Islamic Rep.	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Bangladesh	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Kazakhstan	mediumHigh	Industry (including construction) value added (% of GDP)	1.00000
Tajikistan	high	Industry (including construction) value added (% of GDP)	1.00000
Paraguay	high	Industry (including construction) value added (% of GDP)	1.00000
Suriname	high	Industry (including construction) value added (% of GDP)	1.00000
Thailand	high	Industry (including construction) value added (% of GDP)	1.00000
Eswatini	high	Industry (including construction) value added (% of GDP)	1.00000
Cambodia	high	Industry (including construction) value added (% of GDP)	1.00000
Zimbabwe	high	Industry (including construction) value added (% of GDP)	1.00000
Zambia	high	Industry (including construction) value added (% of GDP)	1.00000
Yemen Rep.	high	Industry (including construction) value added (% of GDP)	1.00000
Egypt Arab Rep.	high	Industry (including construction) value added (% of GDP)	1.00000
Ireland	high	Industry (including construction) value added (% of GDP)	1.00000
Bhutan	high	Industry (including construction) value added (% of GDP)	1.00000
Papua New Guinea	high	Industry (including construction) value added (% of GDP)	1.00000
Malaysia	high	Industry (including construction) value added (% of GDP)	1.00000
Myanmar	high	Industry (including construction) value added (% of GDP)	1.00000
Mongolia	high	Industry (including construction) value added (% of GDP)	1.00000
China	high	Industry (including construction) value added (% of GDP)	1.00000
Indonesia	high	Industry (including construction) value added (% of GDP)	1.00000
Trinidad and Tobago	high	Industry (including construction) value added (% of GDP)	1.00000
Congo Dem. Rep.	high	Industry (including construction) value added (% of GDP)	1.00000
Turkmenistan	high	Industry (including construction) value added (% of GDP)	1.00000
Bahrain	high	Industry (including construction) value added (% of GDP)	1.00000
South Sudan	high	Industry (including construction) value added (% of GDP)	1.00000
Liechtenstein	high	Industry (including construction) value added (% of GDP)	1.00000
United Arab Emirates	high	Industry (including construction) value added (% of GDP)	1.00000
Saudi Arabia	high	Industry (including construction) value added (% of GDP)	1.00000
Gabon	high	Industry (including construction) value added (% of GDP)	1.00000
Congo Rep.	high	Industry (including construction) value added (% of GDP)	1.00000
Libya	high	Industry (including construction) value added (% of GDP)	1.00000
Azerbaijan	high	Industry (including construction) value added (% of GDP)	1.00000
Angola	high	Industry (including construction) value added (% of GDP)	1.00000
Puerto Rico	high	Industry (including construction) value added (% of GDP)	1.00000
Oman	high	Industry (including construction) value added (% of GDP)	1.00000
Equatorial Guinea	high	Industry (including construction) value added (% of GDP)	1.00000
Iraq	high	Industry (including construction) value added (% of GDP)	1.00000
Qatar	high	Industry (including construction) value added (% of GDP)	1.00000
Kuwait	high	Industry (including construction) value added (% of GDP)	1.00000
Brunei Darussalam	high	Industry (including construction) value added (% of GDP)	1.00000
Liberia	low	GDP per capita (current LCU)	1.00000
Timor-Leste	low	GDP per capita (current LCU)	1.00000
Kiribati	low	GDP per capita (current LCU)	1.00000
Jordan	low	GDP per capita (current LCU)	1.00000
Micronesia Fed. Sts.	low	GDP per capita (current LCU)	1.00000
West Bank and Gaza	low	GDP per capita (current LCU)	1.00000
Marshall Islands	low	GDP per capita (current LCU)	1.00000
El Salvador	low	GDP per capita (current LCU)	1.00000
Ecuador	low	GDP per capita (current LCU)	1.00000
Tuvalu	low	GDP per capita (current LCU)	1.00000
Oman	low	GDP per capita (current LCU)	1.00000
Montenegro	low	GDP per capita (current LCU)	1.00000
Azerbaijan	low	GDP per capita (current LCU)	1.00000
Tajikistan	low	GDP per capita (current LCU)	1.00000
Bahrain	low	GDP per capita (current LCU)	1.00000
Cuba	low	GDP per capita (current LCU)	1.00000
Papua New Guinea	low	GDP per capita (current LCU)	1.00000
Kuwait	low	GDP per capita (current LCU)	1.00000
Belize	low	GDP per capita (current LCU)	1.00000
Tunisia	low	GDP per capita (current LCU)	1.00000
Bosnia and Herzegovina	low	GDP per capita (current LCU)	1.00000
Tonga	low	GDP per capita (current LCU)	1.00000
Samoa	low	GDP per capita (current LCU)	1.00000
American Samoa	low	GDP per capita (current LCU)	1.00000
Ghana	low	GDP per capita (current LCU)	1.00000
Zimbabwe	low	GDP per capita (current LCU)	1.00000
Georgia	low	GDP per capita (current LCU)	1.00000
Fiji	low	GDP per capita (current LCU)	1.00000
Libya	low	GDP per capita (current LCU)	1.00000
Belarus	low	GDP per capita (current LCU)	1.00000
Palau	low	GDP per capita (current LCU)	1.00000
Nauru	low	GDP per capita (current LCU)	1.00000
Panama	low	GDP per capita (current LCU)	1.00000
Latvia	low	GDP per capita (current LCU)	1.00000
Lesotho	low	GDP per capita (current LCU)	1.00000
Zambia	low	GDP per capita (current LCU)	1.00000
Greece	low	GDP per capita (current LCU)	1.00000
Slovak Republic	low	GDP per capita (current LCU)	1.00000
Bulgaria	low	GDP per capita (current LCU)	1.00000
Lithuania	low	GDP per capita (current LCU)	1.00000
Solomon Islands	low	GDP per capita (current LCU)	1.00000
Northern Mariana Islands	low	GDP per capita (current LCU)	1.00000
Portugal	mediumLow	GDP per capita (current LCU)	1.00000
Estonia	mediumLow	GDP per capita (current LCU)	1.00000
St. Vincent and the Grenadines	mediumLow	GDP per capita (current LCU)	1.00000
Dominica	mediumLow	GDP per capita (current LCU)	1.00000
Slovenia	mediumLow	GDP per capita (current LCU)	1.00000
Peru	mediumLow	GDP per capita (current LCU)	1.00000
Ethiopia	mediumLow	GDP per capita (current LCU)	1.00000
Bolivia	mediumLow	GDP per capita (current LCU)	1.00000
Cyprus	mediumLow	GDP per capita (current LCU)	1.00000
Spain	mediumLow	GDP per capita (current LCU)	1.00000
Turkmenistan	mediumLow	GDP per capita (current LCU)	1.00000
Malta	mediumLow	GDP per capita (current LCU)	1.00000
Grenada	mediumLow	GDP per capita (current LCU)	1.00000
Italy	mediumLow	GDP per capita (current LCU)	1.00000
Morocco	mediumLow	GDP per capita (current LCU)	1.00000
St. Lucia	mediumLow	GDP per capita (current LCU)	1.00000
Turks and Caicos Islands	mediumLow	GDP per capita (current LCU)	1.00000
Mozambique	mediumLow	GDP per capita (current LCU)	1.00000
Puerto Rico	mediumLow	GDP per capita (current LCU)	1.00000
United Kingdom	mediumLow	GDP per capita (current LCU)	1.00000
Bahamas The	mediumLow	GDP per capita (current LCU)	1.00000
Curaçao	mediumLow	GDP per capita (current LCU)	1.00000
Brazil	mediumLow	GDP per capita (current LCU)	1.00000
Guatemala	mediumLow	GDP per capita (current LCU)	1.00000
France	mediumLow	GDP per capita (current LCU)	1.00000
Andorra	mediumLow	GDP per capita (current LCU)	1.00000
Barbados	mediumLow	GDP per capita (current LCU)	1.00000
Guam	mediumLow	GDP per capita (current LCU)	1.00000
Virgin Islands (U.S.)	mediumLow	GDP per capita (current LCU)	1.00000
Afghanistan	mediumLow	GDP per capita (current LCU)	1.00000
Gambia The	mediumLow	GDP per capita (current LCU)	1.00000
Belgium	mediumLow	GDP per capita (current LCU)	1.00000
Germany	mediumLow	GDP per capita (current LCU)	1.00000
Brunei Darussalam	mediumLow	GDP per capita (current LCU)	1.00000
San Marino	mediumLow	GDP per capita (current LCU)	1.00000
Finland	mediumLow	GDP per capita (current LCU)	1.00000
São Tomé and Principe	mediumLow	GDP per capita (current LCU)	1.00000
Austria	mediumLow	GDP per capita (current LCU)	1.00000
Sudan	mediumLow	GDP per capita (current LCU)	1.00000
Netherlands	mediumLow	GDP per capita (current LCU)	1.00000
Antigua and Barbuda	mediumLow	GDP per capita (current LCU)	1.00000
Malaysia	medium	GDP per capita (current LCU)	1.00000
Türkiye	medium	GDP per capita (current LCU)	1.00000
Egypt Arab Rep.	medium	GDP per capita (current LCU)	1.00000
Suriname	medium	GDP per capita (current LCU)	1.00000
Romania	medium	GDP per capita (current LCU)	1.00000
Aruba	medium	GDP per capita (current LCU)	1.00000
Eswatini	medium	GDP per capita (current LCU)	1.00000
St. Kitts and Nevis	medium	GDP per capita (current LCU)	1.00000
