"country","year_exp","date","gender"
"http://worldbank.org/Country/GIN","56.765","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","60.015","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","51.273","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","53.972","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","57.282","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","51.181","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","51.229","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","57.782","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","51.451","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","54.775","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","51.859","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","58.301","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","55.521","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","53.17","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","58.846","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/GIN","52.444","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","57.132","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","59.911","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","57.527","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","60.187","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","57.914","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","60.452","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","55.513","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","58.289","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","60.707","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","55.924","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","60.954","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","58.648","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","61.193","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","58.991","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","56.329","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","59.316","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","56.732","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/GMB","59.622","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","63.519","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","60.388","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","64.119","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","60.969","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","59.89","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","64.686","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","61.597","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","59.527","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","59.302","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","59.171","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","59.154","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","65.211","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","59.266","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","62.247","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","59.512","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","65.685","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","62.893","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/GAB","66.105","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","56.962","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","62.154","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","56.994","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","59.663","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","62.448","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","57.147","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","57.41","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","60.128","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","62.742","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","57.761","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","60.924","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","58.187","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","61.254","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","60.55","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","58.666","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","61.561","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","59.167","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/GHA","61.86","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","77.255","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","78.931","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","77.453","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","79.117","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","77.632","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","79.315","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","77.791","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","79.522","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","77.934","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","78.066","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","78.32","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","78.193","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","76.533","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","78.454","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","76.793","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","78.599","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","77.034","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","78.758","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","43.827","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","46.862","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","47.56","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","50.621","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","44.466","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","51.41","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","44.967","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","48.284","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","44.08","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","52.171","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","45.552","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","49.041","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","43.937","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","44.254","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","46.19","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","43.755","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","49.825","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAF","43.718","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/CAN","80.3","2017-01-01T00:00:00Z","http://www.wikidata.org/entity/Q6581097"
"http://worldbank.org/Country/CAN","84.4","2017-01-01T00:00:00Z","http://www.wikidata.org/entity/Q6581072"
"http://worldbank.org/Country/BWA","59.868","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","52.165","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","48.838","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","49.712","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","49.108","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","56.919","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","58.45","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","61.179","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","49.788","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","53.695","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","49.03","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","65.846","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","62.425","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","50.832","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","63.63","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","64.78","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","55.312","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/BWA","66.797","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","71.5","2021-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","65.578","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","68.639","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","62.484","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","69.038","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","66.214","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","63.322","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","59.899","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","66.792","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","69.817","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","64.126","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","67.315","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","60.758","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","70.197","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","67.79","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","64.882","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","61.625","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","68.227","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/BTN","69.43","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/CHL","80","2017-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","71.293","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","72.599","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","72.798","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","71.584","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","69.086","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","71.842","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","71.76","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","71.869","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","71.881","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","69.747","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","71.899","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","71.941","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","72.019","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","70.358","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","72.127","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","72.259","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","70.882","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/CPV","72.418","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","58.073","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","53.494","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","56.665","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","54.033","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","51.059","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","57.111","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","51.671","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","52.301","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","55.424","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","55.832","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","52.916","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","50.026","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","56.241","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","50.495","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","49.7","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","54.535","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","57.582","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/CMR","54.996","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","53.053","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","47.205","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","50.423","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","53.582","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","47.658","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","50.945","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","48.183","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","51.463","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","48.747","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","51.989","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","52.52","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","46.672","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","46.969","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","46.567","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","49.321","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","46.637","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","46.856","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/CIV","49.883","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","62.923","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","60.407","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","63.216","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","60.734","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","63.473","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","61.094","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","63.701","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","61.475","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","59.529","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","61.862","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","59.617","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","62.24","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","59.738","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","59.904","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","62.596","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/COM","60.126","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","68.676","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","68.676","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","68.676","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","71.457","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","71.457","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","71.457","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","66.087","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","66.087","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","66.087","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","68.886","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","68.886","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","68.886","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","71.685","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","71.685","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","71.685","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","69.187","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","69.187","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","69.187","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","66.925","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","66.925","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","66.925","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","69.572","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","69.572","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","69.572","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","67.615","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","67.615","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","67.615","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","70.011","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","70.011","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","70.011","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","68.54","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","68.54","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","68.54","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","64.684","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","64.684","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","64.684","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","70.448","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","70.448","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","70.448","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","68.102","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","68.102","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","68.102","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","68.389","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","68.389","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","68.389","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","65.268","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","65.268","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","65.268","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","70.842","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","70.842","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","70.842","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/COD","71.179","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/KOR","71.179","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/PRK","71.179","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","52.017","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","59.452","2009-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","55.881","2006-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","52.703","2003-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","63.536","2014-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","60.473","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","64.112","2015-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","57.115","2007-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","53.608","2004-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","64.625","2016-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","61.37","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","51.473","1999-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","58.321","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","51.397","2000-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","54.687","2005-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","62.169","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","62.89","2013-01-01T00:00:00Z",""
"http://worldbank.org/Country/COG","51.577","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/ARE","74.73","2002-01-01T00:00:00Z",""
"http://worldbank.org/Country/ARE","76.012","2008-01-01T00:00:00Z",""
"http://worldbank.org/Country/ARE","76.344","2010-01-01T00:00:00Z",""
"http://worldbank.org/Country/ARE","74.487","2001-01-01T00:00:00Z",""
"http://worldbank.org/Country/ARE","76.498","2011-01-01T00:00:00Z",""
"http://worldbank.org/Country/ARE","76.648","2012-01-01T00:00:00Z",""
"http://worldbank.org/Country/ARE","74.968","2003-01-01T00:00:00Z",""
