"country","year_exp_WB","date"
"http://worldbank.org/Country/JOR","69.604","1989"
"http://worldbank.org/Country/JOR","74.078","2015"
"http://worldbank.org/Country/JOR","74.184","2016"
"http://worldbank.org/Country/JAM","72.601","1988"
"http://worldbank.org/Country/JAM","72.903","1989"
"http://worldbank.org/Country/JAM","74.098","2015"
"http://worldbank.org/Country/JAM","74.175","2016"
"http://worldbank.org/Country/KAZ","68.8488","1988"
"http://worldbank.org/Country/KAZ","68.2902","1989"
"http://worldbank.org/Country/KAZ","71.97","2015"
"http://worldbank.org/Country/KAZ","72.41","2016"
"http://worldbank.org/Country/PRK","70.853","2013"
"http://worldbank.org/Country/IDN","61.512","1988"
"http://worldbank.org/Country/IDN","61.915","1989"
"http://worldbank.org/Country/IDN","70.768","2015"
"http://worldbank.org/Country/IDN","71.035","2016"
"http://worldbank.org/Country/GUY","63.046","1988"
"http://worldbank.org/Country/GUY","63.159","1989"
"http://worldbank.org/Country/GUY","69.262","2015"
"http://worldbank.org/Country/GUY","69.454","2016"
"http://worldbank.org/Country/HRV","71.4883","1988"
"http://worldbank.org/Country/HRV","71.8446","1989"
"http://worldbank.org/Country/HRV","77.2756","2015"
"http://worldbank.org/Country/HRV","78.0219","2016"
"http://worldbank.org/Country/HKG","77.0829","1988"
"http://worldbank.org/Country/HKG","77.0293","1989"
"http://worldbank.org/Country/HKG","84.278","2015"
"http://worldbank.org/Country/HKG","84.2268","2016"
"http://worldbank.org/Country/MAC","76.68","1988"
"http://worldbank.org/Country/MAC","76.99","1989"
"http://worldbank.org/Country/HUN","70.0234","1988"
"http://worldbank.org/Country/HUN","69.4617","1989"
"http://worldbank.org/Country/HUN","75.5683","2015"
"http://worldbank.org/Country/HUN","76.0634","2016"
"http://worldbank.org/Country/HTI","53.628","1988"
"http://worldbank.org/Country/HTI","53.949","1989"
"http://worldbank.org/Country/HTI","62.485","2015"
"http://worldbank.org/Country/HTI","62.896","2016"
"http://worldbank.org/Country/KGZ","70.6512","2015"
"http://worldbank.org/Country/KOR","82.0244","2015"
"http://worldbank.org/Country/MAC","83.707","2015"
"http://worldbank.org/Country/MKD","70.6976","1988"
"http://worldbank.org/Country/MKD","70.942","1989"
"http://worldbank.org/Country/MKD","75.1","2011"
"http://worldbank.org/Country/MKD","75.4024","2015"
"http://worldbank.org/Country/MDV","59.823","1988"
"http://worldbank.org/Country/MDV","60.664","1989"
"http://worldbank.org/Country/MDV","77.691","2015"
"http://worldbank.org/Country/MMR","56.144","1988"
"http://worldbank.org/Country/MMR","56.505","1989"
"http://worldbank.org/Country/MMR","63.983","2011"
"http://worldbank.org/Country/MMR","65.81","2015"
"http://worldbank.org/Country/MDG","50.176","1988"
"http://worldbank.org/Country/MDG","50.53","1989"
"http://worldbank.org/Country/MDG","65.539","2015"
"http://worldbank.org/Country/KGZ","70.9512","2016"
"http://worldbank.org/Country/KOR","82.2756","2016"
"http://worldbank.org/Country/LAO","52.497","1988"
"http://worldbank.org/Country/LAO","52.935","1989"
"http://worldbank.org/Country/LAO","66.546","2015"
"http://worldbank.org/Country/LAO","66.924","2016"
"http://worldbank.org/Country/LKA","69.209","1988"
"http://worldbank.org/Country/LKA","69.352","1989"
"http://worldbank.org/Country/LKA","76.316","2015"
"http://worldbank.org/Country/LBR","46.399","1988"
"http://worldbank.org/Country/LBR","46.174","1989"
"http://worldbank.org/Country/LBR","62.269","2015"
"http://worldbank.org/Country/LCA","70.54","1988"
"http://worldbank.org/Country/LCA","70.81","1989"
"http://worldbank.org/Country/LCA","75.596","2015"
"http://worldbank.org/Country/LSO","60.0","1988"
"http://worldbank.org/Country/LSO","60.003","1989"
"http://worldbank.org/Country/LSO","51.038","2015"
"http://worldbank.org/Country/LBR","62.802","2016"
"http://worldbank.org/Country/LCA","75.752","2016"
"http://worldbank.org/Country/LKA","76.482","2016"
"http://worldbank.org/Country/LSO","52.059","2016"
"http://worldbank.org/Country/MAC","83.854","2016"
"http://worldbank.org/Country/MUS","68.863","1988"
"http://worldbank.org/Country/MUS","69.124","1989"
"http://worldbank.org/Country/MUS","73.2668","2011"
"http://worldbank.org/Country/MUS","74.0171","2013"
"http://worldbank.org/Country/MNE","74.1639","1988"
"http://worldbank.org/Country/MNE","74.318","1989"
"http://worldbank.org/Country/MNE","75.9829","2011"
"http://worldbank.org/Country/MNE","76.4488","2015"
"http://worldbank.org/Country/MRT","59.065","1988"
"http://worldbank.org/Country/MRT","59.405","1989"
"http://worldbank.org/Country/MRT","62.799","2011"
"http://worldbank.org/Country/MRT","63.366","2013"
"http://worldbank.org/Country/MOZ","44.541","1988"
"http://worldbank.org/Country/MOZ","44.887","1989"
"http://worldbank.org/Country/MOZ","53.043","2011"
"http://worldbank.org/Country/MOZ","54.949","2013"
"http://worldbank.org/Country/MOZ","57.206","2015"
"http://worldbank.org/Country/MWI","45.957","1988"
"http://worldbank.org/Country/MWI","46.038","1989"
"http://worldbank.org/Country/MWI","57.161","2011"
"http://worldbank.org/Country/MWI","59.931","2013"
"http://worldbank.org/Country/NGA","45.99","1988"
"http://worldbank.org/Country/NGA","45.939","1989"
"http://worldbank.org/Country/NGA","51.346","2011"
"http://worldbank.org/Country/NGA","52.228","2013"
"http://worldbank.org/Country/NLD","76.8902","1988"
"http://worldbank.org/Country/NLD","76.7341","1989"
"http://worldbank.org/Country/NLD","81.2049","2011"
"http://worldbank.org/Country/NLD","81.3049","2013"
"http://worldbank.org/Country/NOR","76.2205","1988"
"http://worldbank.org/Country/NOR","76.5005","1989"
"http://worldbank.org/Country/NOR","81.2951","2011"
"http://worldbank.org/Country/NOR","81.7512","2013"
"http://worldbank.org/Country/MNG","59.655","1988"
"http://worldbank.org/Country/MNG","59.992","1989"
"http://worldbank.org/Country/MNG","67.818","2011"
"http://worldbank.org/Country/MNG","68.566","2013"
"http://worldbank.org/Country/MNG","69.111","2015"
"http://worldbank.org/Country/NIC","62.803","1988"
"http://worldbank.org/Country/NIC","63.549","1989"
"http://worldbank.org/Country/NIC","72.692","2011"
"http://worldbank.org/Country/NIC","73.197","2013"
"http://worldbank.org/Country/MYS","70.358","1988"
"http://worldbank.org/Country/MYS","70.612","1989"
"http://worldbank.org/Country/MYS","74.683","2011"
"http://worldbank.org/Country/MYS","75.072","2013"
"http://worldbank.org/Country/NAM","61.044","1988"
"http://worldbank.org/Country/NAM","61.42","1989"
"http://worldbank.org/Country/NAM","58.085","2011"
"http://worldbank.org/Country/NAM","60.513","2013"
"http://worldbank.org/Country/MDG","65.931","2016"
"http://worldbank.org/Country/MDV","78.013","2016"
"http://worldbank.org/Country/MKD","75.4","2016"
"http://worldbank.org/Country/MMR","66.205","2016"
"http://worldbank.org/Country/MNE","76.4415","2016"
"http://worldbank.org/Country/MNG","69.321","2016"
"http://worldbank.org/Country/MOZ","58.309","2016"
"http://worldbank.org/Country/PNG","55.855","1988"
"http://worldbank.org/Country/PNG","56.168","1989"
"http://worldbank.org/Country/PNG","62.316","2011"
"http://worldbank.org/Country/PNG","62.892","2013"
"http://worldbank.org/Country/PHL","65.534","1988"
"http://worldbank.org/Country/PHL","65.933","1989"
"http://worldbank.org/Country/PHL","69.984","2011"
"http://worldbank.org/Country/PHL","70.315","2013"
"http://worldbank.org/Country/LVA","70.6154","1988"
"http://worldbank.org/Country/LVA","70.1554","1989"
"http://worldbank.org/Country/LVA","74.4805","2015"
"http://worldbank.org/Country/LVA","74.5805","2016"
"http://worldbank.org/Country/MDA","67.44","1988"
"http://worldbank.org/Country/MDA","67.605","1989"
"http://worldbank.org/Country/MDA","71.478","2015"
"http://worldbank.org/Country/MDA","71.617","2016"
"http://worldbank.org/Country/PRY","68.157","1988"
"http://worldbank.org/Country/PRY","68.343","1989"
"http://worldbank.org/Country/PRY","72.86","2011"
"http://worldbank.org/Country/PRY","73.274","2013"
"http://worldbank.org/Country/MRT","64.208","2016"
"http://worldbank.org/Country/LTU","71.7622","1988"
"http://worldbank.org/Country/LTU","71.4254","1989"
"http://worldbank.org/Country/LTU","74.322","2015"
"http://worldbank.org/Country/LTU","74.6707","2016"
"http://worldbank.org/Country/RUS","69.4644","1988"
"http://worldbank.org/Country/RUS","69.1717","1989"
"http://worldbank.org/Country/RUS","69.6839","2011"
"http://worldbank.org/Country/RUS","70.5788","2013"
"http://worldbank.org/Country/RWA","43.361","1988"
"http://worldbank.org/Country/RWA","38.439","1989"
"http://worldbank.org/Country/RWA","64.523","2011"
"http://worldbank.org/Country/RWA","66.219","2013"
"http://worldbank.org/Country/LUX","74.4803","1988"
"http://worldbank.org/Country/LUX","74.7524","1989"
"http://worldbank.org/Country/LUX","82.2927","2015"
"http://worldbank.org/Country/LUX","82.6854","2016"
"http://worldbank.org/Country/MAR","63.535","1988"
"http://worldbank.org/Country/MAR","64.157","1989"
"http://worldbank.org/Country/MAR","75.726","2015"
"http://worldbank.org/Country/MAR","75.974","2016"
"http://worldbank.org/Country/ROU","69.388","1988"
"http://worldbank.org/Country/ROU","69.5307","1989"
"http://worldbank.org/Country/ROU","74.4098","2011"
"http://worldbank.org/Country/ROU","75.0634","2013"
"http://worldbank.org/Country/PYF","68.156","1988"
"http://worldbank.org/Country/PYF","68.424","1989"
"http://worldbank.org/Country/PYF","75.844","2011"
"http://worldbank.org/Country/PYF","76.307","2013"
"http://worldbank.org/Country/SAU","68.116","1988"
"http://worldbank.org/Country/SAU","68.611","1989"
"http://worldbank.org/Country/SAU","74.089","2011"
"http://worldbank.org/Country/SAU","74.402","2013"
"http://worldbank.org/Country/NZL","74.4244","1988"
"http://worldbank.org/Country/NZL","74.8244","1989"
"http://worldbank.org/Country/NZL","80.9049","2011"
"http://worldbank.org/Country/NZL","81.4073","2013"
"http://worldbank.org/Country/PAK","59.493","1988"
"http://worldbank.org/Country/PAK","59.799","1989"
"http://worldbank.org/Country/PAK","65.562","2011"
"http://worldbank.org/Country/PAK","66.117","2013"
"http://worldbank.org/Country/PAN","72.506","1988"
"http://worldbank.org/Country/PAN","72.747","1989"
"http://worldbank.org/Country/PAN","76.989","2011"
"http://worldbank.org/Country/PAN","77.386","2013"
"http://worldbank.org/Country/NPL","52.712","1988"
"http://worldbank.org/Country/NPL","53.551","1989"
"http://worldbank.org/Country/NPL","68.028","2011"
"http://worldbank.org/Country/NPL","68.806","2013"
"http://worldbank.org/Country/OMN","65.975","1988"
"http://worldbank.org/Country/OMN","66.593","1989"
"http://worldbank.org/Country/OMN","75.916","2011"
"http://worldbank.org/Country/OMN","76.388","2013"
"http://worldbank.org/Country/QAT","75.349","1988"
"http://worldbank.org/Country/QAT","75.593","1989"
"http://worldbank.org/Country/QAT","79.26","2011"
"http://worldbank.org/Country/QAT","79.527","2013"
"http://worldbank.org/Country/SDN","55.182","1988"
"http://worldbank.org/Country/SSD","42.149","1988"
"http://worldbank.org/Country/SDN","55.334","1989"
"http://worldbank.org/Country/SSD","42.825","1989"
"http://worldbank.org/Country/SDN","63.171","2011"
"http://worldbank.org/Country/SSD","55.325","2011"
"http://worldbank.org/Country/SDN","63.875","2013"
"http://worldbank.org/Country/SSD","56.2","2013"
"http://worldbank.org/Country/SYR","69.423","1987"
"http://worldbank.org/Country/SLE","39.439","1988"
"http://worldbank.org/Country/SLE","39.009","1989"
"http://worldbank.org/Country/SLE","50.234","2011"
"http://worldbank.org/Country/SLE","51.731","2013"
"http://worldbank.org/Country/SEN","56.283","1988"
"http://worldbank.org/Country/SEN","56.818","1989"
"http://worldbank.org/Country/SEN","64.898","2011"
"http://worldbank.org/Country/SEN","65.939","2013"
"http://worldbank.org/Country/SGP","74.6976","1988"
"http://worldbank.org/Country/SGP","74.9463","1989"
"http://worldbank.org/Country/SGP","81.7439","2011"
"http://worldbank.org/Country/SGP","82.2463","2013"
"http://worldbank.org/Country/SOM","45.912","1988"
"http://worldbank.org/Country/SOM","45.634","1989"
"http://worldbank.org/Country/SOM","54.342","2011"
"http://worldbank.org/Country/SOM","55.104","2013"
"http://worldbank.org/Country/SLB","64.114","1988"
"http://worldbank.org/Country/SLB","64.231","1989"
"http://worldbank.org/Country/SLB","70.985","2011"
"http://worldbank.org/Country/SLB","71.601","2013"
"http://worldbank.org/Country/SLV","62.044","1988"
"http://worldbank.org/Country/SLV","63.05","1989"
"http://worldbank.org/Country/SLV","71.449","2011"
"http://worldbank.org/Country/SLV","71.935","2013"
"http://worldbank.org/Country/SYR","69.831","1988"
"http://worldbank.org/Country/SYR","70.207","1989"
"http://worldbank.org/Country/KIR","58.783","1988"
"http://worldbank.org/Country/KIR","59.209","1989"
"http://worldbank.org/Country/KIR","67.291","2015"
"http://worldbank.org/Country/KIR","67.577","2016"
"http://worldbank.org/Country/BMU","81.2271","2016"
"http://worldbank.org/Country/CUW","77.7195","2016"
"http://worldbank.org/Country/KHM","52.999","1988"
"http://worldbank.org/Country/KHM","53.302","1989"
"http://worldbank.org/Country/KHM","68.637","2015"
"http://worldbank.org/Country/KHM","68.977","2016"
"http://worldbank.org/Country/SVN","72.0024","1987"
"http://worldbank.org/Country/SVN","72.4463","1988"
"http://worldbank.org/Country/SVN","72.7049","1989"
"http://worldbank.org/Country/SVN","79.9707","2011"
"http://worldbank.org/Country/KWT","71.805","1988"
"http://worldbank.org/Country/KWT","71.985","1989"
"http://worldbank.org/Country/KWT","75.13","2015"
"http://worldbank.org/Country/KWT","75.224","2016"
"http://worldbank.org/Country/SYR","71.27","2011"
"http://worldbank.org/Country/SVN","80.322","2013"
"http://worldbank.org/Country/SYR","70.049","2013"
"http://worldbank.org/Country/ABW","76.01","2017"
"http://worldbank.org/Country/AFG","64.13","2017"
"http://worldbank.org/Country/AGO","60.379","2017"
"http://worldbank.org/Country/ALB","78.333","2017"
"http://worldbank.org/Country/ARE","77.647","2017"
"http://worldbank.org/Country/ARM","74.797","2017"
"http://worldbank.org/Country/ATG","76.752","2017"
"http://worldbank.org/Country/AZE","72.693","2017"
"http://worldbank.org/Country/BDI","60.898","2017"
"http://worldbank.org/Country/BEN","61.174","2017"
"http://worldbank.org/Country/BFA","60.768","2017"
"http://worldbank.org/Country/BGD","72.052","2017"
"http://worldbank.org/Country/BGR","74.8146","2017"
"http://worldbank.org/Country/BHR","77.032","2017"
"http://worldbank.org/Country/BHS","73.554","2017"
"http://worldbank.org/Country/BIH","77.128","2017"
"http://worldbank.org/Country/BLR","74.1293","2017"
"http://worldbank.org/Country/BLZ","74.365","2017"
"http://worldbank.org/Country/BMU","81.4419","2017"
"http://worldbank.org/Country/BOL","70.945","2017"
"http://worldbank.org/Country/BRB","78.981","2017"
"http://worldbank.org/Country/BRN","75.585","2017"
"http://worldbank.org/Country/BTN","71.129","2017"
"http://worldbank.org/Country/BWA","68.812","2017"
"http://worldbank.org/Country/CAF","52.24","2017"
"http://worldbank.org/Country/CAN","81.9","2017"
"http://worldbank.org/Country/CHL","79.909","2017"
"http://worldbank.org/Country/CIV","57.017","2017"
"http://worldbank.org/Country/CMR","58.511","2017"
"http://worldbank.org/Country/COD","60.026","2017"
"http://worldbank.org/Country/COG","63.954","2017"
"http://worldbank.org/Country/COM","63.912","2017"
"http://worldbank.org/Country/CPV","72.57","2017"
"http://worldbank.org/Country/CRI","79.914","2017"
"http://worldbank.org/Country/CUB","78.662","2017"
"http://worldbank.org/Country/CUW","78.0171","2017"
"http://worldbank.org/Country/CYP","80.672","2017"
"http://worldbank.org/Country/CZE","78.9781","2017"
"http://worldbank.org/Country/DJI","65.893","2017"
"http://worldbank.org/Country/DOM","73.689","2017"
"http://worldbank.org/Country/DZA","76.499","2017"
"http://worldbank.org/Country/ECU","76.584","2017"
"http://worldbank.org/Country/EGY","71.656","2017"
"http://worldbank.org/Country/ERI","65.538","2017"
"http://worldbank.org/Country/EST","78.0927","2017"
"http://worldbank.org/Country/ETH","65.872","2017"
"http://worldbank.org/Country/FIN","81.6317","2017"
"http://worldbank.org/Country/FJI","67.252","2017"
"http://worldbank.org/Country/FSM","67.618","2017"
"http://worldbank.org/Country/GAB","65.839","2017"
"http://worldbank.org/Country/GHA","63.78","2018"
"http://worldbank.org/Country/GIN","61.185","2018"
"http://worldbank.org/Country/GMB","61.735","2018"
"http://worldbank.org/Country/GNB","58.003","2018"
"http://worldbank.org/Country/GNQ","58.402","2018"
"http://worldbank.org/Country/GRC","81.7878","2018"
"http://worldbank.org/Country/GRD","72.384","2018"
"http://worldbank.org/Country/GTM","74.063","2018"
"http://worldbank.org/Country/GUM","79.859","2018"
"http://worldbank.org/Country/GUY","69.774","2018"
"http://worldbank.org/Country/HKG","84.9341","2018"
"http://worldbank.org/Country/HND","75.088","2018"
"http://worldbank.org/Country/HRV","78.0707","2018"
"http://worldbank.org/Country/ABW","65.662","1960"
"http://worldbank.org/Country/AFG","32.446","1960"
"http://worldbank.org/Country/AGO","37.524","1960"
"http://worldbank.org/Country/ALB","62.283","1960"
"http://worldbank.org/Country/ARE","51.537","1960"
"http://worldbank.org/Country/ARM","65.972","1960"
"http://worldbank.org/Country/ATG","61.968","1960"
